id,type,name,canonical,cached_count,merger_id
3006,Relationship,Matt/Mohinder,FALSE,19,6099
3007,Character,Matt Parkman,TRUE,377,
3008,Character,Mohinder Suresh,TRUE,688,
3009,Character,Molly Walker,FALSE,199,35842082
3010,Freeform,archive,FALSE,2227,
3012,Freeform,Vignette,TRUE,10151,
3013,Freeform,HIV,FALSE,51,17731
3014,Relationship,Blair Sandburg/Original Male Character,FALSE,50,20719275
3016,Character,Inui Sadaharu,TRUE,491,
3017,Character,Kaidoh Kaoru,FALSE,58,216213
3018,Character,Momoshiro Takeshi,TRUE,366,
3019,Character,Francesca Vecchio,TRUE,650,
3021,Character,Myself,TRUE,289,
3024,Freeform,ASCEM,TRUE,27,
3025,Freeform,metafic,FALSE,75,17768
3027,Freeform,Hell,TRUE,3875,
3031,Character,Lily Evans,FALSE,3749,15935
3032,Character,Sorting Hat,FALSE,424,23944380
3039,Relationship,Angel/Doyle,FALSE,8,42413
3041,Freeform,NaNoWriMo 2005,TRUE,1,
3045,Fandom,Princess Tutu,TRUE,967,
3046,Character,Drosselmeyer,TRUE,39,
3047,Character,Mytho,FALSE,22,33934
3048,Freeform,Princess Tutu - Freeform,FALSE,8,
3050,Relationship,Firenze/Severus Snape,TRUE,3,
3051,Character,Firenze,FALSE,45,218005
3054,Fandom,Sandman,FALSE,62,774727
3056,Character,Hob Gadling,TRUE,32,
3057,Character,Dream,FALSE,2383,6021
3060,Character,Christine Chapel,TRUE,2866,
3061,Character,Romulan Commander,TRUE,49,
3062,Relationship,Jack Harkness/John Sheppard,TRUE,7,
3063,Fandom,The Sandman,FALSE,393,774727
3067,Character,Tegan,TRUE,21,
3068,Character,Nyssa,TRUE,91,
3069,Character,Adric,FALSE,46,219127
3071,Character,Fakir,FALSE,43,31907
3072,Character,Nathaniel Graison,TRUE,151,
3074,Character,Pyro,TRUE,245,
3075,Character,Rogue,TRUE,518,
3076,Relationship,Xavier/Magneto,FALSE,7,18525
3077,Relationship,Fakir/Ahiru,FALSE,8,7773862
3078,Character,Ahiru,FALSE,24,24767916
3079,Character,Charon,TRUE,187,
3081,Relationship,Angel/Wesley,FALSE,10,11673085
3084,Character,Scott Summers,TRUE,5191,
3085,Relationship,Remus/Sirius,FALSE,421,1110
3089,Relationship,Fakir/Mytho,FALSE,28,22964928
3091,Relationship,Ahiru/Rue,FALSE,9,24770727
3092,Character,Rue,TRUE,92,
3093,Freeform,Wingfic,TRUE,7130,
3095,Fandom,Persona 2,TRUE,569,
3101,Character,Shuichi Shindou,FALSE,48,9419
3102,Character,Yuki Eiri,TRUE,295,
3103,Fandom,Fruits Basket,TRUE,2560,
3109,Character,Ayame Sohma,FALSE,7,6446
3110,Character,Hatori Sohma,FALSE,14,6444
3111,Character,Yuki Sohma,FALSE,24,6434
3115,Freeform,Sweet,TRUE,67870,
3119,Relationship,Greg House/Michael Tritter,TRUE,4,
3121,Relationship,James Wilson/Greg House,FALSE,31,207
3122,Relationship,Blair/Jim,FALSE,30,485
3123,Freeform,Interrogation,TRUE,2638,
3125,Freeform,Baseball,TRUE,2038,
3126,Freeform,dream - Freeform,FALSE,1532,849
3127,Freeform,Vignettes,FALSE,1087,3012
3128,Freeform,Lost Boys,FALSE,240,33237238
3129,Character,Pearl O,TRUE,1,
3131,Freeform,McShep Happyfic Challenge,TRUE,2,
3132,Fandom,Iron Man (2008),FALSE,118,226657
3133,Character,Pepper Potts,TRUE,43854,
3135,Fandom,Sneakers,FALSE,9,41599
3136,Character,Martin Bishop,TRUE,19,
3137,Character,Carl Arbogast,TRUE,21,
3138,Character,Mother,TRUE,228,
3140,Character,Whistler,TRUE,18,
3141,Freeform,Halloween,TRUE,22205,
3143,Character,Deacon Frost,TRUE,49,
3144,Character,Blade,TRUE,148,
3151,Character,Rita Skeeter,TRUE,1091,
3152,Freeform,Power Play,TRUE,6218,
3153,Relationship,Casey McCall/Dan Rydell,TRUE,463,
3154,Fandom,Ocean's Eleven (2001),FALSE,193,24810753
3156,Character,Daniel Ocean,FALSE,8,8686
3157,Character,Rusty Ryan,TRUE,398,
3158,Freeform,picfor1000,FALSE,9,12163
3161,Character,Kusano Akira,TRUE,55,
3164,Relationship,Spike/Drusilla,FALSE,86,921763
3165,Fandom,Generation Kill,TRUE,3829,
3166,Relationship,Colbert/Fick,FALSE,8,13261
3167,Freeform,Ocean's Eleven,FALSE,8,11897924
3169,Relationship,Aziraphale/Crowley,FALSE,2277,575567
3170,Relationship,Vecchio/Kowalski,FALSE,13,7253
3171,Freeform,SGA,FALSE,1947,
3172,Freeform,DS,FALSE,748,
3173,Character,Jarvis,TRUE,2010,
3174,Character,Phil Coulson,TRUE,37490,
3175,Character,Tony Stark,TRUE,188737,
3176,Relationship,Obi-Wan/Qui-Gon,FALSE,13,6779
3177,Relationship,Han/Lando,FALSE,13,6780
3178,Character,Han Solo,TRUE,14290,
3179,Character,Lando Calrissian,TRUE,2355,
3180,Character,Boba Fett,TRUE,2248,
3181,Freeform,Pre-ANH,FALSE,15,7576967
3185,Fandom,Hitchhiker's Guide to the Galaxy,TRUE,287,
3186,Relationship,Arthur Dent/Ford Prefect,TRUE,177,
3187,Character,Arthur Dent,TRUE,417,
3188,Character,Ford Prefect,TRUE,337,
3189,Freeform,Phoenix - Freeform,FALSE,134,
3190,Fandom,Reservoir Dogs (1992),TRUE,589,
3191,Relationship,Orange/White,FALSE,9,10428985
3192,Character,Leo McGarry,TRUE,1592,
3193,Character,Jed Bartlet,TRUE,1427,
3195,Relationship,Rimmer/Lister,FALSE,26,6474
3196,Character,Arnold Rimmer,TRUE,1189,
3197,Character,Dave Lister,TRUE,1131,
3199,Character,Zaphod Beeblebrox,TRUE,146,
3200,Character,Trillian,FALSE,71,23114073
3202,Character,War - Character,FALSE,66,462613
3203,Character,Pollution,FALSE,12,30017
3204,Fandom,From Eroica with Love,FALSE,150,119028
3207,Character,Desire - Character,FALSE,10,3641339
3208,Character,Destiny - Character,FALSE,88,652459
3215,Character,Sam Anders,TRUE,500,
3216,Fandom,The Dresden Files,FALSE,67,252464
3217,Character,Harry Dresden,TRUE,1421,
3220,Character,Galen Tyrol,TRUE,214,
3221,Character,William Adama,TRUE,1557,
3222,Character,Felix Gaeta,TRUE,320,
3223,Fandom,RH Plus (TV),FALSE,19,27528
3225,Character,Konoe Haruka,FALSE,14,49959638
3226,Character,Seto Ageha,TRUE,21,
3228,Character,Thomas Raith,TRUE,447,
3232,Relationship,Jack Harkness/Evan Lorne,TRUE,5,
3235,Character,Jonas Quinn,TRUE,447,
3236,Freeform,Crack,TRUE,97128,
3240,Character,Colonel Makepeace,FALSE,17,5480
3246,Character,Cameron Mitchell,TRUE,1754,
3247,Character,Marvin,TRUE,600,
3249,Relationship,Ian Edgerton/Charlie Eppes,TRUE,423,
3250,Character,Ian Edgerton,TRUE,600,
3253,Relationship,Ian Edgerton/Don Eppes,TRUE,65,
3255,Character,Billy Cooper,TRUE,150,
3257,Character,Colby Granger,TRUE,700,
3259,Fandom,Traveler,FALSE,32,28067712
3260,Character,Tyler Fog,TRUE,15,
3261,Character,Will Traveler,TRUE,16,
3262,Character,Jay Burchell,TRUE,17,
3268,Character,Jesse,TRUE,231,
3270,Character,The Narrator,FALSE,67,14770
3271,Relationship,Connor/Murphy,FALSE,21,14168
3272,Character,Connor McManus,FALSE,19,88390
3273,Character,Murphy McManus,FALSE,21,88391
3277,Character,Anton Gorodetsky,TRUE,59,
3339,Character,Ragetti,FALSE,59,12292939
3340,Freeform,almost drabble,FALSE,10,663
3341,Character,Aziraphale,FALSE,2414,197870
3342,Character,Crowley,TRUE,5272,
3343,Character,Isaac Mendez,TRUE,55,
3344,Character,Peter Petrelli,TRUE,1468,
3345,Character,Hiro Nakamura,FALSE,234,36023849
3347,Character,Lawrence Kutner,TRUE,133,
3348,Character,Cole,TRUE,674,
3391,Freeform,HG/SS,FALSE,55,
3392,Freeform,Marriage Law Challenge,TRUE,480,
3395,Fandom,Charmed,FALSE,731,25820136
3396,Character,Cole Turner,TRUE,258,
3403,Character,Varda,FALSE,102,7503596
3404,Freeform,Cruelty,TRUE,1090,
3405,Freeform,Sadism,TRUE,6460,
3406,Freeform,UT,FALSE,364,
3407,Freeform,Unfinished Tales,FALSE,10,49247278
3409,Fandom,Star Trek: Voyager,TRUE,10261,
3411,Character,Kathryn Janeway,TRUE,6962,
3412,Character,Tom Paris,TRUE,3090,
3413,Character,B'Elanna Torres,TRUE,2551,
3414,Freeform,F/F/M,FALSE,72,88236
3415,Freeform,Strap-On,FALSE,356,129784
3416,Relationship,J/7,FALSE,9,6760
3417,Character,Seven of Nine,TRUE,2450,
3418,Freeform,first fanfic,FALSE,472,27682
3421,Character,Meghan Marriner,TRUE,3,
3422,Relationship,Hal Jordan/Kyle Rayner,TRUE,65,
3423,Freeform,Green Lantern - Freeform,FALSE,51,45084964
3425,Character,Hex,TRUE,42,
3426,Character,Ace,TRUE,2088,
3427,Character,Romana,FALSE,68,106890
3428,Character,Leela,TRUE,62,
3429,Character,Eighth Doctor,TRUE,1571,
3430,Character,Samson Griffin,TRUE,4,
3431,Character,Mickey Smith,TRUE,2480,
3433,Fandom,Inuyasha - Fandom,FALSE,290,13184
3435,Freeform,Fun,TRUE,11974,
3438,Freeform,Pseudo-History,TRUE,233,
3439,Relationship,Will Turner/Elizabeth Swann,FALSE,18,6166
3440,Character,Bootstrap Bill Turner,TRUE,192,
3441,Relationship,daniel/vala,FALSE,10,5757
3444,Character,Borg Queen,FALSE,39,23072523
3445,Freeform,F/F/F,FALSE,92,92804
3449,Character,Scott Hayden,TRUE,115,
3450,Character,George Fox,TRUE,76,
3451,Character,Mary Bennet,TRUE,345,
3452,Character,Green Lantern Corps,TRUE,65,
3453,Freeform,Elseworlds,TRUE,99,
3454,Character,Hal Jordan,TRUE,3802,
3455,Character,Alan Scott,FALSE,136,45082609
3456,Character,Kyle Rayner,TRUE,961,
3457,Character,Guy Gardner,TRUE,639,
3458,Relationship,Hermione Granger/Ron Weasley,TRUE,15006,
3459,Freeform,Tragedy,TRUE,17868,
3461,Freeform,post-nfa,FALSE,73,2184913
3462,Freeform,seasonal_spuffy,FALSE,11,117324
3463,Character,Illyria,TRUE,302,
3465,Character,Andrew Wells,TRUE,934,
3466,Freeform,Post-Chosen,FALSE,250,2945924
3467,Character,OC - Character,FALSE,20545,2927
3470,Freeform,fitb,FALSE,122,14446868
3472,Freeform,season six,FALSE,80,12699
3474,Fandom,Discworld,FALSE,365,131997
3475,Character,Fourth Doctor,TRUE,991,
3477,Fandom,Rent,FALSE,166,219643
3478,Character,Maureen Johnson,TRUE,144,
3479,Fandom,Daria - Fandom,FALSE,98,463728
3481,Character,Cosmo,TRUE,174,
